username,tanggal,sentimen,tweet
gerakanHangat,3/6/2022 3:28,netral,ayoo berani vaksin lawan covid 19 jokowi peduli rakyat
Milenial_Hero,3/6/2022 3:27,netral,vaksin turun resiko kena covid 19 jokowi peduli rakyat
ISMAweb_net,3/6/2022 3:27,netral,14 984 241 individu 63 7 atus populasi dewasa negara terima dosis booster covid 19 serama 22 927 098 97 4 lengkap vaksinasi 23 203 753 98 6 atus terima kurang kurang dosis vaksin
ISMAweb_net,3/6/2022 3:26,netral,juta populasi kanak kanak malaysia terima vaksin covid 19 1 003 227 individu 28 3 atus populasi kanak kanak usia 11 malaysia terima dosis vaksin covid 19 vaksin untuk anak takat malam
MirandaGeiys,3/6/2022 3:25,netral,berani vaksin lawan covid 19 jokowi peduli rakyat
uhhimpressive,3/6/2022 3:24,netral,habis covid vaksin nunggu 3
Cempaka35179713,3/6/2022 3:24,netral,perkara bincang lalu jalan vaksin vtl udara malaysia brunei tolak kerjasama pasca covid 19 kukuh kerjasama bidang ekonomi
Tribun_Kaltara,3/6/2022 3:21,netral,aktif covid 19 nunukan angsur turun positif 23 pasien sembuh 82 orang covid 19 virus corona vaksinasi vaksin pandemi kaltara tara nunukan malinau bulungan tanatidung tanjungselor tribunkaltara ppkm
kaulasari,3/6/2022 3:18,positif,vaksin indonesia uji aman manfaat cegah tular covid 19 jokowi peduli rakyat
Parsha85886137,3/6/2022 3:16,positif,vaksin covid 19 aman halal yaa jokowi peduli rakyat
mur_mbah,3/6/2022 3:10,netral,antisipasi covid 19 jelang puasa menko pkm cepat vaksinasi protokol sehat cepat nahh yoohh vaksin biar puasa jalan ibadah bisimillah jokowi peduli rakyat
Melakahariini,3/6/2022 3:05,netral,juta kanak kanak malaysia terima vaksin covid 19
MelencongKini,3/6/2022 3:04,netral,kini360 juta populasi kanak kanak malaysia terima vaksin covid 19 ph kerajaangagal phkerajaangagal phgagal
tvstvmy,3/6/2022 3:01,netral,juta populasi kanak kanak malaysia terima vaksin covid 19 dapat berita kini telegram
RadioElshinta,3/6/2022 3:00,netral,sih efek samping vaksinbooster covid 19 simak infografik bawah ya cek lengkap
covid_gugus,3/6/2022 2:59,netral,waspada provokasi kelompok penting tolak vaksin jokowi peduli rakyat
covid_gugus,3/6/2022 2:58,positif,vaksin aman wujud kelompok kebal jokowi peduli rakyat
covid_gugus,3/6/2022 2:57,positif,vaksin merah putih suci halal jokowi peduli rakyat
detikHealth,3/6/2022 2:52,negatif,food drug administration as tolak izin guna darurat vaksin covid 19 buat india usia 2 18
GimanPakcik,3/6/2022 2:50,negatif,waspada provokasi kait tolak vaksin vaksin covid jamin aman jokowi peduli rakyat
polsekdolmas,3/6/2022 2:49,positif,giat unit intelkam polsek dolok masihul laksana deteksi monitoring laksana vaksinasi covid 19 dosis 1 2 dosis 3 masyarakat camat dolok masihul laksana vaksin camat serba wilayah hukum polsek dolok masihul
BuletinTV3,3/6/2022 2:49,negatif,covid 19 vaksin wajar bahan sosialisasi politik
MySejahteraNews,3/6/2022 2:47,positif,am juta populasi kanak kanak malaysia terima vaksin covid 19 baca more perpaduannegara malaysiasejahtera
4_mrizal,3/6/2022 2:47,negatif,hadap fitnah dajjal percaya vaksin tangkal covid hahaha
putrajayaMY,3/6/2022 2:46,positif,vaksin untuk anak 1 003 227 kanak kanak usia 11 malaysia terima dosis vaksin covid 19 program imunisasi covid 19 bangsa kanak kanak vaksin untuk anak takat malam
P7Ang_3,3/6/2022 2:40,positif,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat
RiKaribo,3/6/2022 2:39,positif,walikota pekanbaru firdaus menghimbau orang tua bawa anak anak sentra vaksin covid 19 jokowi peduli rakyat
P7Ang_TBO,3/6/2022 2:37,positif,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat
bekyonbekyon,3/6/2022 2:35,negatif,kena covid vaksin 2 kali i negatif
dearmervy,3/6/2022 2:32,negatif,bilang orang bijak enak udel keluar2 habis nepakin rumah ignorance pls be aware remehin covid mentang2 vaksin
ThesentralM,3/6/2022 2:32,positif,juta populasi kanak kanak malaysia terima vaksin covid 19 vaksin untuk anak covid 19
P7Ang_JMB,3/6/2022 2:31,positif,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat
HResgrob,3/6/2022 2:31,positif,vaksin disiplin patuh protokol sehat 5 m cegah sebar covid 19 virus omicron upaya cegah sebar covid 19 virus omicron polsek gabus bagi masker warga
MyKMUnet,3/6/2022 2:30,negatif,beri vaksin covid 19 wajar bahan sosialisasi khairy
GembrotKucing,3/6/2022 2:29,positif,jokowi peduli rakyat syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta
pinkyguuy,3/6/2022 2:23,positif,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat
Regina44128952,3/6/2022 2:20,netral,walikota pekanbaru menghimbau orang tua bawa anak anak sentra vaksin covid 19 jokowi peduli rakyat
Degisugi3,3/6/2022 2:19,positif,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman jokowi peduli rakyat
Matt_stph,3/6/2022 2:16,positif,ayo vaksin biar hindar covid bahaya badui boy s hold my ilmu tahan hadap
Kini360,3/6/2022 2:15,netral,juta populasi kanak kanak malaysia terima vaksin covid 19 ph kerajaangagal phkerajaangagal phgagal
majoritionline,3/6/2022 2:14,netral,ramai bawa anak pergi vaksin majoriti primer vaksin vaksin untuk anak covid 19 06mac2022
Chaidir38,3/6/2022 2:13,netral,bln tiket booster eh ndilalah vaksin feb positif covid tunggu kena vaksin tiga ya udah ikut langsung vaksin deh
lapaspalopo1,3/6/2022 2:11,positif,11 kadiv masyarakat kemenkumham sulsel edi kurniadi rangka cegah covid 19 24 lapas rutan lpka sulsel vaksinasi capai 98 38 persen 10 997 warga bina masyarakat vaksin ri sulsel kumham pasti kumham sulsel
repoeblikan,3/6/2022 2:11,negatif,tolak vaksin anak
mirandaputrii22,3/6/2022 2:08,positif,vaksin bukti aman khasiat lawan covid 19 jokowi peduli rakyat
SumselPolitik,3/6/2022 2:07,positif,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman jokowi peduli rakyat
BryanCl24758372,3/6/2022 2:06,positif,jokowi peduli rakyat waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman
Yanuarcandra7,3/6/2022 2:06,positif,perintah bahaya masyarakat tuju vaksinasi tingkat kebal tubuh masyarakat virus corona varian covid 19 omicron vaksin aman anak hamil jokowi peduli rakyat
HMonapa,3/6/2022 2:06,positif,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat df dgf dgdgd
roslanramli93,3/6/2022 2:04,netral,juta populasi kanak kanak terima vaksin covid 19 fmtnews
F_Ahmad_CHKGK,3/6/2022 2:04,netral,tokoh politik raja orang malaysia gelar ular karena menteri sains menteri jaga ehwal covid paksa orang vaksin
ZRosmalia,3/6/2022 2:03,positif,jokowi peduli rakyat jokowi peduli rakyat syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta
syoksyoksyok,3/6/2022 2:00,netral,lapor kesan advers susul imunisasi vaksin covid 19
Tribun_Kaltara,3/6/2022 1:56,netral,calon tumpang speedboat reguler rute nunukan tara wajib lihat kartu vaksin covid 19 hargatiketspeedboat speedboatreguler speedboat tara malinau nunukan tanjungselor tanatidung bulungan tribunkaltara kaltara jadwalspeedboat
SobatPowerbank,3/6/2022 1:52,netral,ya mbak artikel moga sehat keluarga
SinarOnline,3/6/2022 1:47,netral,14 984 241 individu 63 7 atus populasi dewasa terima dosis booster covid 19
bharianmy,3/6/2022 1:38,netral,bhnasional kumulatif dosis vaksin program imunisasi covid 19 bangsa 67 672 349
polisilinggau_,3/6/2022 1:38,netral,varian covid 19 daerah papar varian dukung perintah dukung sehat bebas virus covid 19 omicron vaksin covid
danapramudya,3/6/2022 1:37,netral,covid 2021 main enemy delta deadly sumpek ruang dimana2 overload teman jawat hubung cari oksigen ruang desperation di mana pun jawat teman saudara gugur pasrah maksimal apd swab mudah cepat vaksin sedia
danapramudya,3/6/2022 1:37,netral,cerita covid an 2 covid 2020 original version vaksin my teman sepak bola rekan satu tim band member lulus away rawat batas obat apd mahal swab harga masker hand sanit julang angkasa cari n95 mahal
bernamaradio,3/6/2022 1:36,netral,28 3 populasi kanak kanak usia 11 malaysia terima dosis vaksin covid 19 program imunisasi covid 19 bangsa kanak kanak vaksin untuk anak takat malam
nnaimys,3/6/2022 1:35,negatif,orang covid sakit suntik vaksin sakit mati ya allah
BuKasunNdeso,3/6/2022 1:33,negatif,mikir sisi manusia vaksin covid rusak logika nurani
utusanborneo,3/6/2022 1:29,netral,1 003 227 individu 28 3 atus populasi kanak kanak usia 11 malaysia terima dosis vaksin covid 19 program imunisasi covid 19 bangsa kanak kanak vaksin untuk anak takat malam
Sambala97806708,3/6/2022 1:28,positif,vaksin covid aman efektif vaksin cipta standar teknologi keluar sesuai rekomendasi who indonesia izin bpom anti vaksin ragu kredibilitas
Polda_Malut,3/6/2022 1:24,positif,su lawan covid deng vaksin jang kalah deng covid 19 ayo vaksin poldamalut malukuutara
kaukutangkap_,3/6/2022 1:21,netral,agam kabar berita palsu covid 19 lucu ya muncul berita palsu vaksin sisip chip kabar alat tes swab kandung lithium mood stabilizer u obat bipolar kreatif kreatif bikin berita palsu
exomalaysia_,3/6/2022 1:20,netral,juta populasi kanak kanak malaysia terima vaksin covid 19 2
lui_kemsos,3/6/2022 1:15,netral,lansia salah kelompok prioritas vaksinasi lanjut booster covid 19 laku 21 februari 2022 vaksinbooster lansia interval minimal 3 vaksinasi primer lengkap cek infografis bersatulawancovid19
nefo_gl,3/6/2022 1:14,netral,informasi raja keraton agung jagat leluasa terbang wilayah catat vaksin covid boster 3
nefo_gl,3/6/2022 1:14,netral,informasi raja keraton agung jagat leluasa terbang wilayah catat vaksin covid boster 3
pikiran_rakyat,3/6/2022 1:10,netral,viral video jarum suntik vaksin covid 19 tembus kulit bocah sampai dengan badui
hmetromy,3/6/2022 1:09,netral,kualalumpur 1 003 227 individu 28 3 atus populasi kanak kanak usia 11 malaysia terima dosis vaksin covid 19 vaksin untuk anak takat malam
_Banyoe,3/6/2022 1:06,netral,teori definisi kebal kait vaksin covid revisi puluh kali efek negatif di salah arti covid 19 aral lintang depan 1 5 6 kali suntik loh tanya tubuh leceh
hendra_superdad,3/6/2022 0:53,netral,dysaniaa insentif layan pasien covid insentif vaksin covid
KamusFilm,3/6/2022 0:47,netral,updatefilm infofilm tamu oscars wajib vaksin pro anti vaksin berita ekslusif hollywood reporter thr judul oscars covid 19 vaccination be required in person beritafilm
nurin_zulaikha,3/6/2022 0:25,netral,tindak jais wajib ambil dosis booster vaksin covid 19 syarat hadir jemaah jumaat patut halus golong remaja terima 1 dosis lengkap 2 dosis saran ambil booster
desflevvrs,3/6/2022 0:03,negatif,tidak perlu vaksin covid gabakal masuk tubuh suku badui
Moonlightaltr,3/5/2022 23:42,netral,vaksin oke riwayat covid lohh
moesa_jp02,3/5/2022 23:36,negatif,booster vaksin positif covid omicron
firmansanyoto,3/5/2022 23:35,positif,ayo cegah tular covid 19 patuh protokol sehat laku vaksin jatimbangkit jatimtanggapcovid19 ayovaksin vaksin jatim jatimpemprov
bernamadotcom,3/5/2022 23:31,netral,beri vaksin covid 19 wajar bahan sosialisasi johor prnjohor johormemilih prnjohorbernama
ftrrii1,3/5/2022 23:26,negatif,jangan bodoh orang bodoh tidak tahu vaksin covid experimental nyamain vaksin polio teliti puluh
lhantakat,3/5/2022 23:25,netral,mbak tidak tahu vaksin covid teknologi pakai vaksin hiv vaksin hiv rilis bondong bondong vaksin hiv biar ena ena tenang
lhantakat,3/5/2022 23:21,negatif,dih mbak bodoh sangat tidak tahu sakit covid vaksin mbak tidak tahu polio tidak perlu vaksin polio ya anak biar lumpuh bahas covid vaksin hepatitis campak polio kanker serviks
lisa_odhe90,3/5/2022 23:16,netral,perintah dorong laksana vaksinasi dosis primer capai target ayo segera vaksinasi gilir vaksin bukti lindung tubuh kurang resiko sakit parah mati akibat covid 19
lisa_odhe90,3/5/2022 23:16,netral,informasi kait covid 19 kunjung situs resmi tangan covid 19 pulih ekonomi nasional informasi vaksin covid 19 sedia indonesiabangkit semuawajibpakaimasker pakaimasker cepatvaksin
Joyanle2,3/5/2022 23:07,negatif,ganggu saraf vaksin covid efek buruk sistem saraf nama tics
BengkalisSutan,3/5/2022 22:19,positif,cinta keluarga vaksin covid aman manfaat keluarga apa kamu apa kamu
damai_01,3/5/2022 22:19,positif,tuding vaksin covid 19 aman dasar
damai_01,3/5/2022 22:19,negatif,vaksin covid 19 bahaya akibat fenomena antibodi dependent
Bentir16,3/5/2022 21:02,negatif,lahh nasib lah pandemi covid 19 elak negara super power goncang indonesia negara kembang apalgi rakyat tolol suruh vaksin gratis bayar
Tothemun_,3/5/2022 20:58,netral,sebar berita palsu temu facebook 2 463 konten berita palsu putar vaksin covid 19
GarudaCares,3/5/2022 20:33,netral,kareem saran tumpang bawa hasil cetak dokumen syarat asli sertifikat vaksin hasil negatif tes covid 19 bandara berangkat antisipasi butuh robby
IDCorner,3/5/2022 20:09,netral,147 juta orang terima vaksin covid 19 dosis lengkap idcorner
_dysaniaa,3/5/2022 20:01,netral,oh insentif covid kak rumah sakit awat r isolasi khusus covid vaksin mmng sk tentu kemenkes kak mohon koreksi salah
ahmadzamani2211,3/5/2022 19:28,netral,bm skrang masuk fasa endemic atus covid target menteri kesihatan malaysia sakit kritikal kurang rumah sakit tidak ada la katil2 penuh sakit covid ambil la vaksin paya kurang gejala serius
wawansetiwawan,3/5/2022 19:19,netral,vaksinbooster vaksinasi covid 19 vaksin primer dosis lengkap dosis 1 2 vaksinbooster simak infografik
agusbola,3/5/2022 18:47,netral,studi teliti new york as temu vaksin covid 19 pfizer alami turun lindung signifikan anak usia 5 11
GubernurPribumi,3/5/2022 18:15,netral,korban vaksin covid dunia indonesia target jual vaksin covid 70 masyarakat capai kelompok kebal cipta who
prplexityy,3/5/2022 18:03,netral,mah vaksin covid tembus
BaharaJati,3/5/2022 18:01,netral,putus mata rantai covid 19 dprd kota jambi gelar vaksinbooster
markligu,3/5/2022 17:39,netral,prank covid kalimat umpat tanggal 6 juli 2021 niat mu vaksin eh 2 nya gejala tanggal 8 positif covid tanggal 9 ultah bangsul bday giftnya garis 2
DindaNatasha15,3/5/2022 17:38,positif,perintah pasti vaksin covid 19 bukti aman uji jokowi peduli rakyat
RezaFrandika4,3/5/2022 17:33,positif,masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat
CEOfficialID,3/5/2022 17:18,netral,5 kerja vaksin covid beda sesuai jenis
ADS98_,3/5/2022 16:53,negatif,official vaksinbooster kena covid
RenataLevel42,3/5/2022 16:52,netral,lengkap manfaat vaksin covid 19 wajib
MoN_Nita,3/5/2022 16:51,positif,ngetwit gara webinar kerja pagi malam ambruk kena covid alhamdulillah vaksin 3 kadar vitamin d aku bagus 2 tentara diri masuk rumah sakit gejala long covid nya
adistfd,3/5/2022 16:24,netral,vaksin udah kena covid udah tahan hadap mbak
Chaidir38,3/5/2022 16:21,positif,pagi habis vaksin iii enak yak orang tua mah duluin jangan ngantri banget alhamdulillah malam kagak meriang vaksin covid kamu
VillarPerosa,3/5/2022 16:11,netral,ramai lalai jaga s o p rileks atur kumpul ramai memang ramai jangkit covid kira vaksin
AbangAirul,3/5/2022 16:08,netral,conet aaminn inshaallah lengkap vaksin booster moga xdek gejala berat parents rak kena covid baru2 wlupn komobid sakit kritikal alhamdulillah pulih gejala berat varian omicron wlupn cepat rebak x kuat delta sangat ganas serang paru2
dhkeceknamatkdo,3/5/2022 15:56,negatif,covid aih berita seperti itu percaya vaksin bunuh ramai mati unvax
khotijaa,3/5/2022 15:54,netral,habis tipes sembuh minggu eh positif covid santa sih lalu vaksin semangat selesai isoman eeeh sesak napas saturasi 84 nasib sedia oxycan
riri_rhi,3/5/2022 15:52,netral,1982 prasetiyo teman suka ngatain anti vaksin blg percaya covid
haihaatafta,3/5/2022 15:41,netral,uncover vaksin orang tua item kebal covid
uriyeojaa,3/5/2022 15:39,netral,kena covid rebak varian delta habis vaksin dosis 2 isoman minggu bener sakit banget woy sakit maybe tubuh kaget masuk virus delta smpe anosmia hilang indera asa 5 hari
spider616_,3/5/2022 15:39,netral,selamat malam just info sehat demam n badan remuk pagi dinihari 2 30 am rumah sakit n nyata covid gejala omicron obat alhamdulillah skarang 2 vaksin 2 kali n booster cryptos
bellabudianii,3/5/2022 15:30,netral,bikin vaksin covid oral
fadzrulhisyam,3/5/2022 15:22,netral,cerita rabu kakak terima dosis vaksin pfizer kids covid 19 program vaksin untuk anak kakak hebat berani idcc ubah centre shah alam
fadzrulhisyam,3/5/2022 15:22,netral,cerita rabu kakak terima dosis vaksin pfizer kids covid 19 program vaksin untuk anak kakak hebat berani idcc ubah centre shah alam
Benhardinlang3,3/5/2022 15:18,positif,ayo sukses program vaksinasi covid 19 indonesia sehat kuat vaksin aman manfaat
_Banyoe,3/5/2022 15:15,netral,solo teori definisi kebal kait vaksin covid revisi puluh kali efek negatif di salah arti covid 19 aral lintang depan 1 5 6 kali suntik loh tanya tubuh leceh
dinsyari,3/5/2022 15:12,netral,taksir dosis 4 kali suntik demam mat last mati covid sangat vaksin bdan
vin_ergee,3/5/2022 15:07,negatif,mahasiswadivaksin lumpuhusaidivaksin acehbarat pulang vaksin korban langsung mual mual muntah malam kondisi tubuh korban biru kejang kejang
sofyanegil,3/5/2022 15:01,netral,btc halodek
cikgu_hanif,3/5/2022 14:57,netral,lepas cukai rm1000 covid plus rawat kait vaksin rm1000 situ klaim
mediaindonesia,3/5/2022 14:48,netral,203 986 orang sunti dosis vaksin covid 19
polsekkbjeruk,3/5/2022 14:46,netral,kapolsek kebon jeruk laksana monitoring vaksinbooster covid 19 drive thru selenggara yayasan cinta anak bangsa wilayah duri kepa sabtu 5 3 2022
Rifasafirr,3/5/2022 14:41,negatif,ah teori akal akal orang barat tahu genetika nikmat tahu scientific vaksin covid nikmat alas tahan hidup ejek science teori
satbrimobda,3/5/2022 14:17,netral,laksana vaksin covid 19 tahap tiga booster masyarakat klinik teratai mako satu brimob polda sultra
tipsbarucom,3/5/2022 14:07,netral,booster tiga vaksin covid 19 vaksin
japenjohor,3/5/2022 14:06,netral,infografik 91 kes bid jangkit covid nama klik baca berita tarik sinarharian infosinar infografik mysejahtera covid 19 bid vaksin
gibaok25,3/5/2022 14:04,netral,tunggang tunggang agama tunggang covid tunggang selagi tunggang negara abah x vaksin free ek
PENRAMIL01,3/5/2022 14:04,netral,babinsa koramil 01 purworejo sertu riyanto babinkamtibmas laksana komsos aparat desa tempat kantor desa ganggeng camat purworejo kabupaten purworejo rangka siap palaksanaan serbu vaksin 3 covid 19 serentak kabupaten purworejo
moscawalter,3/5/2022 13:55,netral,batman paham isu patut mak ayah bruce wayne mati karena kena covid batman musuh joker karena joker la antivaksin hasut mak ayah bruce wayne ambil vaksin
Melakahariini,3/5/2022 13:51,netral,johor beri vaksin covid 19 wajar bahan sosialisasi
maspit9710,3/5/2022 13:49,netral,video suntik vaksin covid kah
priillybiee,3/5/2022 13:29,netral,menteri komunikasi informatika kominfo lapor temu berita palsu putar vaksin covid 19 rabu 2 3 2022 469 temu berita palsu sebar media sosial sebar capai 2 659 konten
ryolandafit,3/5/2022 13:23,netral,masyarakat bingung atur jalan pandemi covid 19 atur lengkap guna moda transportasi udara darat laut
SatbrimobdaGor1,3/5/2022 13:22,netral,jaga vaksin covid 19 pasti masyarakat vaksin covid 19 satbrimobda gorontalo ketat jaga vaksin pasti vaksin covid 19 steril
KikiZhageda,3/5/2022 13:16,positif,perintah komitmen akselerasi vaksinasi covid 19 masyarakat capai target vaksin rata semua daerah cegahsebaranpandemi kunjung sentra vaksinasi
fx_raptor,3/5/2022 13:09,netral,sih tahan 3x vaksin moga tahan hidup covid isoman isomanan
medcom_id,3/5/2022 13:04,netral,147 juta masyarakat terima vaksin covid 19 dosis lengkap
AndiraAgustin2,3/5/2022 13:03,netral,04 3 2022 selamat pagi giat ops yustisi terap ppkm level 3 laksana ya yuk taat protokol sehat putus sebar covid 19 dihimbau masyarakat laksana vaksin jateng linmas shmm https
wamnews_ind,3/5/2022 13:02,netral,kemenkes umum beri 13 334 dosis vaksin covid 19 24 jam total 24 218 796 wamnews
NabilaKeisha7,3/5/2022 12:56,netral,4 manfaat vaksin covid 19 wajib
jondivar,3/5/2022 12:56,negatif,orang habis vaksin alami tular orang vaksin banyak oknum cair dana covid
contactap2,3/5/2022 12:56,netral,mohon pasti sertifikat vaksin vaksin dosis vaksin dosis hasil bebas covid 19 rapid test antigen polymerase chain reaction test daftar website pedulilindungi 2 terima kasih saski
awienazuin_,3/5/2022 12:56,netral,hang anti vaksin kena covid
_Idzham_,3/5/2022 12:55,netral,beri vaksin covid 19 wajar bahan sosialisasi johor khairy
SinarOnline,3/5/2022 12:55,netral,masyarakat bincang kaedah beri vaksin sekolah swasta orang ramai sabar bekal vaksin cukup
andirafi98,3/5/2022 12:53,negatif,negara mati anak covid koar aneh negara tuju genjot vaksin tonton gagal mampu ya netizen bodoh anggap orang pahlawan pandemi
swowwy,3/5/2022 12:52,netral,iyaa sinovac gel daerah suntik jam jam habis vaksin langsung masuk kerja pfizer tidak tahu deh drama pegel2 badan ngambang konsen ngantuk wkwkwk temenku habis booster 2 minggu kmudian kena covid
Beritasatu,3/5/2022 12:51,netral,data terima vaksin covid 19 5 maret 2022
klitingngehe,3/5/2022 12:47,netral,minggu vaksinbooster minggu kena covid minggu tiba2 badan bintik merah masyaallah mudah2an gugur dosa hamba ya allah
KadrunGoblokPea,3/5/2022 12:43,netral,moga lekas sembuh mas istri positif covid polymerase chain reaction blm hasil nya vaksin 2 kali jamin tular
RaniSudibyo,3/5/2022 12:38,netral,sebenernya asing sm vaksin ye vaksin imunisasi u lindung sakit kait vaksin covid 19 lindung virus 4 manfaat rasa
RaniSudibyo,3/5/2022 12:37,positif,vaksinasi emang obat sembuh covid 19 total ahli kena covid 19 vaksinasi vaksin cegah tubuh infeksi gejala sakit covid 19 fatal tubuh sistem tahan tubuh kuat
DaraSagita99,3/5/2022 12:36,netral,protokol sehat walaulun vaksin vaksin 100 tahan hadap covid tingkat sistem imun meminimalisir gejala akibat virus
siticeriaselalu,3/5/2022 12:31,netral,syarat masuk jerman bukti vaksinasi covid 19 bukti sembuh covid 19 bukti tes antigen polymerase chain reaction hasil negatif vaksin laku jerman astrazeneca biontech pfizer moderna johnson johnson
mediaindonesia,3/5/2022 12:28,netral,147 juta orang terima vaksin covid 19 dosis lengkap sunti dosis tingkat 203 986 orang sunti dosis vaksin covid 19
BPOMJakarta,3/5/2022 12:19,positif,tuju eua vaksin sinopharm tambah alternatif vaksinbooster homolog platform inactivated virus mari terap protokol sehat sukses vaksinasi upaya kunci putus rantai sebar covid 19
BPOMJakarta,3/5/2022 12:19,netral,reposted from ri update vaksin covid 19 booster sahabatbpom 2 februari 2022 badan pom tuju izin guna darurat tambah regimen booster homolog vaksin covid 19 sinopharm
zaimizzat10,3/5/2022 12:10,positif,ambil la vaksin booster guys covid barai post covid long covid efek barai gejala dtg mati tetiba tangkap by kejut kalau orang ringan la kalau severe
FaktualN,3/5/2022 12:09,netral,edukasi wali murid mi an nazwa vaksin covid 19 bhabinkamtibmas
UwaSodik,3/5/2022 12:04,positif,covid suda wathoni20 ngibul omipret siluman gubernur florida tegur mahasiswa pakai masker bilang kopit selesai lega banget yak merdeka covid vaksin masker yangpentinghalal dramaotw
UwaSodik,3/5/2022 12:02,netral,anak hebat anti kata umpat sin top kini wow anak sampai dengan mempan suntik vaksin anaksd vaksin covid aneh tahan hadap
bpssumsel,3/5/2022 12:00,positif,iring tingkat sebar varian covid 19 omicron menteri sehat terbit surat edar kait laksana akselarasi vaksinsi dosis lanjut beri dosis 3 upaya baik efektifitas vaksin primer turun
RenoYuuki,3/5/2022 12:00,netral,departemen agama islam selangor jadi vaksinbooster covid 19 syarat shalat jumat
YuukiShiro7,3/5/2022 11:57,netral,covid sakit bikin susah banget gejala akhir2 alhamdulillah ringan vaksin after sickny lho keluh badan ya gampang sakit radang susah makan badan gampang cape dan lain2
DailyPahang,3/5/2022 11:53,netral,jabat sehat negeri jkn pahang maklum serama 40 150 kanak kanak usia 11 negeri terima sunti vaksin terusi program imunisasi covid 19 bangsa kanak kanak vaksin untuk anak malaysia berita kini
BuletinTV9,3/5/2022 11:53,netral,tiada arah niaga bazar wajib dosis booster menteri sehat menteri kesihatan malaysia keluar sebarang arah tetap sunti dosis booster vaksin covid 19 wajib buka bazar niaga tempat
mingswons,3/5/2022 11:53,netral,2 kali covid omicron minggu bareng wonwoo gejala parah vaksin kanya
OmHeri17,3/5/2022 11:43,netral,sebal vaksin madu obat tawar covid uji
FYudiWibowo4,3/5/2022 11:42,netral,kena covid din nunggu 3 bln vaksinboosternya
antaintiom,3/5/2022 11:40,netral,eindee orang rawat covid a normal flu harap a normal flu tidak pernah permanen rusa ya your organ percaya vaksin sindir orang ambil
pikobar_jabar,3/5/2022 11:37,netral,informasi kait covid 19 kunjung situs resmi tangan covid 19 pulih ekonomi nasional informasi vaksin covid 19 sedia id
Alva1588,3/5/2022 11:36,netral,sampurasun warga majelis ulama indonesia mui terbit fatwa mui nomor 8 2022 produk vaksin covid 19 merah putih
koramil_jenar,3/5/2022 11:30,positif,babinsa desa bagor tim nakes puskesmas miri laksana serbu vaksin dosis 3 booster masyarakat desa bagor tekan sebar covid 19
totoksuyoto1,3/5/2022 11:29,netral,dpr ri apresiasi capai vaksinasi nasional covid 19 dasar data menteri sehat kamis 3 maret 2022 18 00 wib 146 305 278 orang terima vaksin dosis tara 70 25
perdanamentari,3/5/2022 11:24,netral,kali 2 kena covid 19 alam covid 19 2 berat gejala selsema demam batuk beda 1st kena haritu 8 ambil vaksin dosa 1 dosa 2 booster booster kesan
Chandraadisty21,3/5/2022 11:23,netral,pakai outfit sertifikat vaksin covid izin masuk theater xxi
fikrahpahang,3/5/2022 11:18,netral,jkn pahang maklum serama 40 150 kanak kanak usia 11 negeri terima sunti vaksin terusi program imunisasi covid 19 bangsa kanak kanak vaksin untuk anak takat antan vaksin untuk anak pahang
resta155,3/5/2022 11:15,netral,fenomena indonesia nama super kebal sintas covid vaksin full dosis booster balik kebal tubuh antibodi kuat fleksibel libas varian
jalahoaks,3/5/2022 11:09,netral,vaksin covid 19 hamil sebab kulit bayi lepuh informasi 100 berita palsu lengkap berita palsu jalahoaks covid 19 corona
SuciptoAbadi1,3/5/2022 11:04,netral,angkasa paper duga vaksin covid 19 astrazeneca warga batam alami gejala efek samping serius moga si mbak nya napa napa cepat pulih bor amin covid vaksin efek samping batam
this_glsy,3/5/2022 10:59,netral,tanggal 8 januari kmu sibuk pergi vaksin covid bawa motor lupa warna depan gerbang sekolah liatin kmu ngerasa nunggu
alheimur,3/5/2022 10:58,netral,vaksin 2 kali dapat vaksin astrazeneca informasi vaksin tera nama alias superior serta sample spikes virus covid asli efek vaksinpertama drop istirahat total pekan
CovidSurvivorID,3/5/2022 10:56,netral,flu sebab gejala lanjut long covid sintas alami long covid vaksin teliti baru lapor baik gejala long covid vaksinasi divalidasi sintas
BPOM_RI,3/5/2022 10:54,positif,mari terap protokol sehat sukses vaksinasi upaya kunci putus rantai sebar covid 19 bpomri vaksinaman halobpom1500533 bersatulawancovid19 vaksin
PerkasaHabsyah,3/5/2022 10:31,netral,ilmuwan kembang vaksin covid 19 protein spike lapis gula vaksin efektif bentuk kebal tubuh virus
