username,tanggal,tweet,sentimen
Tribun_Kaltara,3/6/2022 3:21,aktif covid 19 nunukan angsur turun positif 23 pasien sembuh 82 orang covid 19 virus corona vaksinasi vaksin pandemi kaltara tara nunukan malinau bulungan tana tidung tanjung lor tribun kaltara ppkm,netral
kaulasari,3/6/2022 3:18,vaksin indonesia uji aman manfaat cegah tular covid 19 jokowi peduli rakyat,positif
Parsha85886137,3/6/2022 3:16,vaksin covid 19 aman halal yaajokowi peduli rakyat,positif
mur_mbah,3/6/2022 3:10,antisipasi covid 19 jelang puasa menko pkm cepat vaksinasi protokol sehat cepat nahh yoohh vaksin biar puasa jalan ibadah bisimillah jokowi peduli rakyat,netral
Melakahariini,3/6/2022 3:05,juta kanak malaysia terima vaksin covid 19,netral
MelencongKini,3/6/2022 3:04,kini360 juta populasi kanak malaysia terima vaksin covid 19 ph raja gagal ph raja gagal ph gagal,netral
tvstvmy,3/6/2022 3:01,juta populasi kanak malaysia terima vaksin covid 19 dapat berita kini telegram,netral
RadioElshinta,3/6/2022 3:00,sih efek samping vaksinbooster covid 19 simak info grafik bawah yacek lengkap,netral
covid_gugus,3/6/2022 2:59,waspada provokasi kelompok penting tolak vaksin jokowi peduli rakyat,netral
covid_gugus,3/6/2022 2:58,vaksin aman wujud kelompok kebal jokowi peduli rakyat,positif
covid_gugus,3/6/2022 2:57,vaksin merah putih suci halal jokowi peduli rakyat,positif
detikHealth,3/6/2022 2:52,food drug administration as tolak izin guna darurat vaksin covid 19 buat india usia 2 18,netral
GimanPakcik,3/6/2022 2:50,waspada provokasi kait tolak vaksin vaksin covid jamin aman jokowi peduli rakyat,netral
polsekdolmas,3/6/2022 2:49,giat unit intelkam polsek dolok masihul laksana deteksi monitoring laksana vaksinasi covid 19 dosis 1 2 dosis 3 masyarakat camat dolok masihul laksana vaksin camat serba wilayah hukum polsek dolok masihul,netral
BuletinTV3,3/6/2022 2:49,covid 19 vaksin wajar bahan sosialisasi politik,netral
MySejahteraNews,3/6/2022 2:47,am juta populasi kanak malaysia terima vaksin covid 19 read more padu negara malaysia sejahtera,netral
4_mrizal,3/6/2022 2:47,hadap fitnah dajjal percaya vaksin tangkal covid hahaha,negatif
putrajayaMY,3/6/2022 2:46,vaksin untuk anak 1003227 kanak usia 11 malaysia terima dosis vaksin covid 19 program imunisasi covid 19 bangsa kanak vaksin untuk anak takat malam,netral
RiKaribo,3/6/2022 2:39,walikota pekanbaru firdaus menghimbau orang tua bawa anak anak sentra vaksin covid 19 jokowi peduli rakyat,netral
bekyonbekyon,3/6/2022 2:35,kena covid vaksin 2 kali i negatif,netral
dearmervy,3/6/2022 2:32,bilang orang bijak enak udel habis nepakin rumah ignorance pls be aware remehin covid mentang2 vaksin,negatif
ThesentralM,3/6/2022 2:32,juta populasi kanak malaysia terima vaksin covid 19 vaksin untuk anak covid 19,netral
HResgrob,3/6/2022 2:31,vaksin disiplin patuh protokol sehat 5 m cegah sebar covid 19 virus omicron dan upaya cegah sebar covid 19 virus omicron polsek gabus bagi masker warga,positif
MyKMUnet,3/6/2022 2:30,beri vaksin covid 19 wajar bahan sosialisasi khairy,netral
GembrotKucing,3/6/2022 2:29,jokowi peduli rakyat syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta,positif
syafrilnababan1,3/6/2022 2:25,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat,positif
May_Nadeak,3/6/2022 2:22,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat,positif
Regina44128952,3/6/2022 2:20,walikota pekanbaru menghimbau orang tua bawa anak anak sentra vaksin covid 19 jokowi peduli rakyat,netral
Degisugi3,3/6/2022 2:19,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman jokowi peduli rakyat,positif
Matt_stph,3/6/2022 2:16,ayo vaksin biar hindar covid bahaya baduy boys hold my ilmu tahan hadap,positif
Kini360,3/6/2022 2:15,juta populasi kanak malaysia terima vaksin covid 19 ph raja gagal ph raja gagal ph gagal,netral
majoritionline,3/6/2022 2:14,ramai bawa anak pergi vaksin majoriti primer vaksin vaksin untuk anak covid 19 06 mac 2022,netral
Chaidir38,3/6/2022 2:13,bln tiket booster eh ndilalah vaksin feb positif covid tunggu kena vaksin tiga ya udah ikut langsung vaksin deh,netral
lapaspalopo1,3/6/2022 2:11,11 kadiv masyarakat kemenkumham sulsel edi kurniadi rangka cegah covid 19 24 lapas rutan lpk sulsel vaksinasi capai 9838 persen 10997 warga bina masyarakat vaksin ri sulsel kumham pasti kumham sulsel,positif
repoeblikan,3/6/2022 2:11,tolak vaksin anak,negatif
mirandaputrii22,3/6/2022 2:08,vaksin bukti aman khasiat lawan covid 19 jokowi peduli rakyat,positif
SumselPolitik,3/6/2022 2:07,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman jokowi peduli rakyat,positif
BryanCl24758372,3/6/2022 2:06,jokowi peduli rakyat waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman,positif
Yanuarcandra7,3/6/2022 2:06,perintah bahaya masyarakat tuju vaksinasi tingkat kebal tubuh masyarakat virus corona varian covid 19 omicron vaksin aman anak hamil jokowi peduli rakyat,positif
HMonapa,3/6/2022 2:06,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat df dgf dgdgd,positif
roslanramli93,3/6/2022 2:04,juta populasi kanak terima vaksin covid 19 fmt news,netral
F_Ahmad_CHKGK,3/6/2022 2:04,tokoh politik raja orang malaysia gelar ular karena menteri sains menteri jaga ehwal covid paksa orang vaksin,netral
ZRosmalia,3/6/2022 2:03,jokowi peduli rakyat jokowi peduli rakyatsyamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta,positif
syoksyoksyok,3/6/2022 2:00,lapor kesan advers susul imunisasi vaksin covid 19,netral
Tribun_Kaltara,3/6/2022 1:56,calon tumpang speedboat reguler rute nunukan tara wajib lihat kartu vaksin covid 19 harga tiket speedboat speedboatreguler speedboat tara malinau nunukan tanjung lor tana tidung bulungan tribun kaltara kaltara jadwal speed boat,netral
SobatPowerbank,3/6/2022 1:52,ya mbak artikel moga sehat keluarga,netral
SinarOnline,3/6/2022 1:47,14984241 individu 637 atus populasi dewasa terima dosis booster covid 19,netral
bharianmy,3/6/2022 1:38,bh nasional kumulatif dosis vaksin program imunisasi covid 19 bangsa 67672349,netral
polisilinggau_,3/6/2022 1:38,varian covid 19 daerah papar varian dukung perintah dukung sehat bebas virus covid 19 omicron vaksin covid,netral
danapramudya,3/6/2022 1:37,covid 2021 main enemy delta deadly sumpek ruang dimana2 overload teman jawat hubung cari oksigen ruang desperation di mana pun teman teman saudara gugur pasrah maksimal apd swab mudah cepat vaksin sedia,netral
danapramudya,3/6/2022 1:37,cerita covid an 2 tahun covid 2020 original versi pada vaksin aku teman sepak bola rekan satu tim band member lulus batas obat apd mahal swab demikian harga masker hand sanit julang angkasacari n95 mahal,netral
bernamaradio,3/6/2022 1:36,283 populasi kanak usia 11 malaysia terima dosis vaksin covid 19 program imunisasi covid 19 bangsa kanak vaksin untuk anak takat malam,netral
nnaimys,3/6/2022 1:35,orang covid sakit suntik vaksin sakit mati ya allah,negatif
BuKasunNdeso,3/6/2022 1:33,mikir sisi manusia vaksin covid rusak logika nurani,negatif
utusanborneo,3/6/2022 1:29,1003227 individu 283 atus populasi kanak usia 11 malaysia terima dosis vaksin covid 19 program imunisasi covid 19 bangsa kanak vaksin untuk anak takat malam,netral
Sambala97806708,3/6/2022 1:28,vaksin covid aman efektifvaksin cipta standar teknologi keluar sesuai rekomendasi who indonesia izin bpom anti vaksin ragu kredibilitas,positif
Polda_Malut,3/6/2022 1:24,su lawan covid deng vaksinjang kalah deng covid 19 ayo vaksin polda malut malu utara,positif
kaukutangkap_,3/6/2022 1:21,agam kabar berita palsu covid 19 lucu ya muncul berita palsu vaksin sisip chip kabar alat tes swab kandung lithium mood stabilizer u obat bipolar kreatifkreatif bikin berita palsu,netral
exomalaysia_,3/6/2022 1:20,juta populasi kanak malaysia terima vaksin covid 19 2,netral
lui_kemsos,3/6/2022 1:15,lansia salah kelompok prioritas vaksinasi lanjut booster covid 19 laku 21 februari 2022 vaksinbooster lansia interval minimal 3 vaksinasi primer lengkap cek infografis satu lawan covid 19,netral
nefo_gl,3/6/2022 1:14,informasi raja keraton agung jagat leluasa terbang wilayah catat vaksin covid boster ke 3,netral
nefo_gl,3/6/2022 1:14,informasi raja keraton agung jagat leluasa terbang wilayah catat vaksin covid boster ke 3,netral
pikiran_rakyat,3/6/2022 1:10,viral video jarum suntik vaksin covid 19 tembus kulit bocah sampai dengan badui,netral
hmetromy,3/6/2022 1:09,kualalumpur 1003227 individu 283 atus populasi kanak usia 11 malaysia terima dosis vaksin covid 19 vaksin untuk anak takat malam,netral
_Banyoe,3/6/2022 1:06,teori definisi kebal kait vaksin covid revisi puluh kali efek negatif di salah arti covid 19 aral lintang depan 1 56 kali suntik loh tanya tubuh leceh,netral
hendra_superdad,3/6/2022 0:53,dysaniaa insentif layan pasien covid insentif vaksin covid,netral
KamusFilm,3/6/2022 0:47,baharu film info film tamu oscars wajib vaksin pro anti vaksin berita eksklusif hollywood reporter thr judul oscars covid 19 vaccination be required cara pribadi berita film,netral
nurin_zulaikha,3/6/2022 0:25,tindak jais wajib ambil dosis booster vaksin covid 19 syarat hadir jemaah jumaat patut halus lagi golong remaja rata rata terima 1 dosis lengkap 2 dosis saran ambil booster,netral
desflevvrs,3/6/2022 0:03,tidak perlu vaksin covid tidak akan masuk tubuh suku badui,negatif
Moonlightaltr,3/5/2022 23:42,vaksin oke riwayat covid lohh,netral
moesa_jp02,3/5/2022 23:36,booster vaksin positif covid omicron,negatif
firmansanyoto,3/5/2022 23:35,ayo cegah tular covid 19 patuh protokol sehat laku vaksinjatimbangkit jatimtanggapcovid19 ayo vaksin vaksin jatim jatimpemprov,positif
bernamadotcom,3/5/2022 23:31,beri vaksin covid 19 wajar bahan sosialisasi johor prn johor johor pilih prn johor nama,netral
ftrrii1,3/5/2022 23:26,jangan bodoh orang bodoh tidak tahu vaksin covid experimental nyamain vaksin polio teliti puluh,negatif
lhantakat,3/5/2022 23:25,mbak tidak tahu vaksin covid teknologi pakai vaksin hiv vaksin hiv rilis bodong vaksin hiv biar ena ena tenang,netral
lhantakat,3/5/2022 23:21,dih mbak bodoh sangat tidak tahu sakit covid vaksin mbak tidak tahu polio tidak perlu vaksin polio ya anak biar lumpuh bahas covid vaksin hepatitis campak polio kanker serviks,negatif
lisa_odhe90,3/5/2022 23:16,perintah dorong laksana vaksinasi dosis primer capai targetayo segera vaksinasi gilir vaksin bukti lindung tubuh kurang resiko sakit parah mati akibat covid 19,netral
lisa_odhe90,3/5/2022 23:16,informasi kait covid 19 kunjung situs resmi tangan covid 19 pulih ekonomi nasional informasi vaksin covid 19 sedia indonesia bangkit semua wajib pakai masker pakai masker cepat vaksin,netral
Joyanle2,3/5/2022 23:07,ganggu saraf bukankah vaksin covid efek buruk sistem saraf nama tics,negatif
BengkalisSutan,3/5/2022 22:19,cinta keluarga vaksin covid aman manfaat keluarga kami apa kamu apa kamu,positif
damai_01,3/5/2022 22:19,tuding vaksin covid 19 aman dasar,positif
damai_01,3/5/2022 22:19,vaksin covid 19 bahaya akibat fenomena gantung kebal tubuh,negatif
Bentir16,3/5/2022 21:02,lahh nasib lah pandemi covid 19 elak negara super power goncang indonesia negara kembang apalgi rakyat tolol suruh vaksin gratis bagaimana bayar,negatif
Tothemun_,3/5/2022 20:58,sebar berita palsu temu facebook 2463 konten berita palsu putar vaksin covid 19,netral
GarudaCares,3/5/2022 20:33,kareem saran tumpang bawa hasil cetak dokumen syarat asli sertifikat vaksin hasil negatif tes covid 19 bandara berangkat antisipasi butuh robby,netral
IDCorner,3/5/2022 20:09,147 juta orang terima vaksin covid 19 dosis lengkap idcorner,netral
_dysaniaa,3/5/2022 20:01,oh insentif covid kak rumah sakit awat r isolasi khusus covid vaksin mmng sk tentu kemenkes kakmohon koreksi salah,netral
ahmadzamani2211,3/5/2022 19:28,bm skrang masuk fasa endemicperatus covid target menteri kesihatan malaysia sakit kritikal kurang rumah sakit tidak ada la katil2 penuh sakit covid jadi ambil la vaksin paya kurang gejala serius,netral
wawansetiwawan,3/5/2022 19:19,vaksinbooster vaksinasi covid 19 vaksin primer dosis lengkap dosis 1 2 vaksinbooster simak info grafik,netral
agusbola,3/5/2022 18:47,studi teliti new york as temu vaksin covid 19 pfizer alami turun lindung signifikan anak usia 511,netral
GubernurPribumi,3/5/2022 18:15,korban vaksin covid dunia indonesia target jual vaksin covid 70 masyarakat capai kelompok kebal cipta who,netral
prplexityy,3/5/2022 18:03,mah vaksin covid tembus,netral
BaharaJati,3/5/2022 18:01,putus mata rantai covid 19 dprd kota jambi gelar vaksinbooster,netral
markligu,3/5/2022 17:39,prank covid kalimat umpat tanggal 6 juli 2021 niat mu vaksin eh 2 nya gejala tanggal 8 positif covid tanggal 9 ultah bangsul bday giftnya garis 2,netral
DindaNatasha15,3/5/2022 17:38,perintah pasti vaksin covid 19 bukti aman uji jokowi peduli rakyat,positif
RezaFrandika4,3/5/2022 17:33,masyarakat lansia vaksin covid 19 aman sakit serta jokowi peduli rakyat,positif
CEOfficialID,3/5/2022 17:18,5 kerja vaksin covid beda sesuai jenis,netral
ADS98_,3/5/2022 16:53,official vaksinbooster kena covid,negatif
RenataLevel42,3/5/2022 16:52,lengkap manfaat vaksin covid 19 wajib,netral
MoN_Nita,3/5/2022 16:51,ngetwit gara webinar kerja pagi malam ambruk kena covid alhamdulillah vaksin 3 kadar vitamin d aku bagus 2 tentara diri masuk rumah sakit gejala long covid nya,positif
adistfd,3/5/2022 16:24,vaksin udah kena covid udah tahan hadap mbak,netral
Chaidir38,3/5/2022 16:21,pagi habis vaksin enak yak orang tua mah duluin jangan ngantri banget padahal hamdulillah malam kagak meriang itu sudah vaksin covid kamu,positif
VillarPerosa,3/5/2022 16:11,ramai lalai jaga standar operasi prosedur rileks atur kumpul ramai memang ramai jangkit covid kira vaksin,netral
AbangAirul,3/5/2022 16:08,conet aaminn inshaallah lengkap vaksinbooster moga xdek gejala berat parents rak kena covid baru2 wlupn komobid sakit kritikal alhamdulillah pulih gejala berat varian omicron wlupn cepat rebak x kuat delta sangat ganas serang paru2,netral
dhkeceknamatkdo,3/5/2022 15:56,covid aih berita seperti itu percaya vaksin bunuh ramai mati unvax,negatif
khotijaa,3/5/2022 15:54,habis tipes sembuh minggu aku positif covidudah santa sih lalu vaksin semangat selesai isoma lagi hari sesak napas saturasi 84 nasib sedia oxycan,netral
riri_rhi,3/5/2022 15:52,1982 prasetiyo teman suka ngatain anti vaksin blg percaya covid,netral
haihaatafta,3/5/2022 15:41,uncover vaksin orang tua item kebal covid,netral
uriyeojaa,3/5/2022 15:39,kena covid rebak varian delta habis vaksin dosis 2 isoman minggu bener sakit banget woy sakit maybe tubuh kaget masuk virus delta smpe anosmia hilang indera asa 5 hari,netral
spider616_,3/5/2022 15:39,selamat malamjust info sehat demam n badan remuk pagi dinihari 230 am rumah sakit n nyata covid gejala omicron obat banyak alhamdulilah skarang 2 lalusaya vaksin 2 kali n booster cryptos,netral
bellabudianii,3/5/2022 15:30,bikin vaksin covid oral,netral
fadzrulhisyam,3/5/2022 15:22,cerita rabu kakak terima dosis vaksin pfizer kids covid 19 program vaksin untuk anak kakak hebat berani idcc ubah centre shah alam,netral
fadzrulhisyam,3/5/2022 15:22,cerita rabu kakak terima dosis vaksin pfizer kids covid 19 program vaksin untuk anak kakak hebat berani idcc ubah centre shah alam,netral
Benhardinlang3,3/5/2022 15:18,ayo sukses program vaksinasi covid 19 tuju indonesia sehat kuat vaksin aman manfaat,positif
_Banyoe,3/5/2022 15:15,solo teori definisi kebal kait vaksin covid revisi puluh kali efek negatif di salah arti covid 19 aral lintang depan 1 56 kali suntik loh tanya tubuh leceh,netral
dinsyari,3/5/2022 15:12,taksir dosis ke 4 kali suntik demam matlast mati covid sangat vaksin bdan,netral
vin_ergee,3/5/2022 15:07,mahasiswa di vaksin lumpuh usai di vaksin aceh barat tidak pulang vaksin korban langsung mual muntah malam kondisi tubuh korban biru kejang,negatif
sofyanegil,3/5/2022 15:01,btc halo dek,netral
cikgu_hanif,3/5/2022 14:57,lepas cukai rm1000 covid plus rawat kait vaksin rm1000 situ klaim,netral
mediaindonesia,3/5/2022 14:48,203986 orang sunti dosis vaksin covid 19,netral
polsekkbjeruk,3/5/2022 14:46,kapolsek kebon jeruk laksana monitoring vaksinbooster covid 19 drive thru selenggara yayasan cinta anak bangsa wilayah duri kepa sabtu 532022,netral
Rifasafirr,3/5/2022 14:41,ah teori akal orang barat tahu genetika nikmat tahu scientific vaksin covid nikmat alas tahan hidup ejek science teori,negatif
satbrimobda,3/5/2022 14:17,laksana vaksin covid 19 tahap tiga booster masyarakat klinik teratai mako satu brimob polda sultra,netral
tipsbarucom,3/5/2022 14:07,booster tiga vaksin covid 19 vaksin,netral
japenjohor,3/5/2022 14:06,info grafik 91 kes bid jangkit covid bernamaklik baca berita tarik lain sinar hari info sinar info grafik kesejahtraan covid 19 bid vaksin,netral
gibaok25,3/5/2022 14:04,tunggang tunggang agama tunggang covid tunggang selagi tunggang negara abah x vaksin free ek,netral
PENRAMIL01,3/5/2022 14:04,babinsa koramil 01purworejo sertu riyanto babinkamtibmas laksana komsos aparat desa tempat kantor desa ganggeng camat purworejo kabupaten purworejo rangka siap palaksanaan serbu vaksin 3 covid 19 serentak kabupaten purworejo,netral
moscawalter,3/5/2022 13:55,batman paham isu patut mak ayah bruce wayne mati karena kena covid batman musuh joker karena joker la anti vaksin hasut mak ayah bruce wayne ambil vaksin,netral
Melakahariini,3/5/2022 13:51,johor beri vaksin covid 19 wajar bahan sosialisasi,netral
maspit9710,3/5/2022 13:49,video suntik vaksin covid kah,netral
priillybiee,3/5/2022 13:29,menteri komunikasi informatika kominfo lapor temu berita palsu putar vaksin covid 19 rabu 232022 469 temu berita palsu sebar media sosial sebar capai 2659 konten,netral
ryolandafit,3/5/2022 13:23,masyarakat bingung atur jalan pandemi covid 19 atur lengkap guna moda transportasi udara darat laut,netral
SatbrimobdaGor1,3/5/2022 13:22,jaga vaksin covid 19 pasti masyarakat vaksin covid 19 sat brimobda gorontalo ketat jaga vaksin pasti vaksin covid 19 steril,netral
KikiZhageda,3/5/2022 13:16,perintah komitmen akselerasi vaksinasi covid 19 masyarakat capai target vaksin rata semua daerah cegah sebar pandemi kunjung sentra vaksinasi,positif
fx_raptor,3/5/2022 13:09,sih tahan 3 kali vaksin moga tahan hidup covid isoman isomanan,netral
medcom_id,3/5/2022 13:04,147 juta masyarakat terima vaksin covid 19 dosis lengkap,netral
AndiraAgustin2,3/5/2022 13:03,0432022 selamat pagi giat operasi yustisi terap ppkm level 3 laksana ya yuk taat protokol sehat putus sebar covid 19 dihimbau masyarakat laksana vaksin jateng linmas shmm https,netral
wamnews_ind,3/5/2022 13:02,kemenkes umum beri 13334 dosis vaksin covid 19 24 jam total 24218796 wam news,netral
NabilaKeisha7,3/5/2022 12:56,4 manfaat vaksin covid 19 wajib,netral
jondivar,3/5/2022 12:56,orang habis vaksin alami tular orang lain belum vaksin banyak oknum cair dana covid,negatif
contactap2,3/5/2022 12:56,mohon pasti sertifikat vaksin vaksin dosis vaksin dosis hasil bebas covid 19 rapid test antigen polymerase chain reaction test daftar website peduli lindung 2 terima kasih saski,netral
awienazuin_,3/5/2022 12:56,hang anti vaksin kena covid,netral
_Idzham_,3/5/2022 12:55,beri vaksin covid 19 wajar bahan sosialisasi johor khairy,netral
SinarOnline,3/5/2022 12:55,masyarakat bincang kaedah beri vaksin sekolah swasta orang ramai sabar bekal vaksin cukup,netral
andirafi98,3/5/2022 12:53,negara mati anak covid koar aneh negara tuju genjot vaksin tonton gagal mampu ya netizen bodoh anggap orang pahlawan pandemi,negatif
swowwy,3/5/2022 12:52,iyaa sinovac gel daerah suntik jam jam habis vaksin langsung masuk kerja pfizer tidak tahu deh drama pegel2 badan ngambang konsen ngantuk wkwkwk temenku habis booster 2 minggu kmudian kena covid,netral
Beritasatu,3/5/2022 12:51,data terima vaksin covid 19 5 maret 2022,netral
klitingngehe,3/5/2022 12:47,minggu vaksinbooster minggu kena covid minggu tiba2 badan bintik merah masyaallah mudah2an gugur dosa hamba ya allah,netral
KadrunGoblokPea,3/5/2022 12:43,moga lekas sembuh mas istri positif covid polymerase chain reaction blm hasil nya vaksin 2 kali jamin tular,netral
RaniSudibyo,3/5/2022 12:38,sebenernya asing sm vaksin ye vaksin imunisasi umelindungi sakit kait vaksin covid 19 lindung virus 4 manfaat rasa,netral
RaniSudibyo,3/5/2022 12:37,vaksinasi emang obat sembuh covid 19 total ahli kena covid 19 vaksinasi vaksin cegah tubuh infeksi gejala sakit covid 19 fatal tubuh sistem tahan tubuh kuat,positif
DaraSagita99,3/5/2022 12:36,protokol sehat walaulun vaksin vaksin 100 tahan hadap covid tingkat sistem imun meminimalisir gejala akibat virus,netral
siticeriaselalu,3/5/2022 12:31,syarat masuk jerman bukti vaksinasi covid 19 bukti sembuh covid 19 bukti tes antigen polymerase chain reaction hasil negatif vaksin laku jerman astrazeneca biontech pfizer moderna johnson johnson,netral
mediaindonesia,3/5/2022 12:28,147 juta orang terima vaksin covid 19 dosis lengkap sunti dosis tingkat 203986 orang sunti dosis vaksin covid 19,netral
BPOMJakarta,3/5/2022 12:19,tuju eua vaksin sinopharm tambah alternatif vaksinbooster homolog platform inactivated virus mari terap protokol sehat sukses vaksinasi upaya kunci putus rantai sebar covid 19,positif
BPOMJakarta,3/5/2022 12:19,reposted from ri update vaksin covid 19 booster sahabat bpom 2 februari 2022 badan pom tuju izin guna darurat tambah regimen booster homolog vaksin covid 19 sinopharm,netral
zaimizzat10,3/5/2022 12:10,ambil la vaksin booster teman covid barai hal unggah covid long covid efek baraisymptoms dtg mati tetiba tangkap by kejut kalau orang ringan la kalau severe,positif
FaktualN,3/5/2022 12:09,edukasi wali murid mi an nazwa vaksin covid 19 oleh bhabinkamtibmas,netral
UwaSodik,3/5/2022 12:04,covid suda usai wathoni 20 sini ngibul omipret siluman gubernur florida tegur mahasiswa pakai masker bilang kopit selesai lega banget yak merdeka covid vaksin masker yangpentinghalal drama otw,positif
UwaSodik,3/5/2022 12:02,anak hebat anti fucksintop terkiniwow anak sampai dengan mempan suntik vaksin anak sd vaksin covid aneh tahan hadap,netral
bpssumsel,3/5/2022 12:00,iring tingkat sebar varian covid 19 omicron menteri sehat terbit surat edar kait laksana akselarasi vaksinasi dosis lanjut beri dosis 3 upaya baik efektifitas vaksin primer turun,positif
RenoYuuki,3/5/2022 12:00,departemen agama islam selangor jadi vaksinbooster covid 19 syarat shalat jumat,netral
YuukiShiro7,3/5/2022 11:57,covid sakit bikin susah banget gejala akhir2 alhamdulillah ringan vaksin after sickny lho keluh badan ya gampang sakit radang susah makan badan gampang cape dan lain2,netral
DailyPahang,3/5/2022 11:53,jabat sehat negeri jkn pahang maklum serama 40150 kanak usia 11 negeri terima sunti vaksin terusi program imunisasi covid 19 bangsa kanak vaksin untuk anak malaysia berita kini,netral
BuletinTV9,3/5/2022 11:53,tiada arah niaga bazar wajib dosis booster menteri sehat menteri kesihatan malaysia keluar sebarang arah tetap sunti dosis booster vaksin covid 19 wajib buka bazar niaga tempat,netral
mingswons,3/5/2022 11:53,2 kali covid omicron minggu bareng wonwoo gejala parah vaksin kanya,netral
OmHeri17,3/5/2022 11:43,vaksin madu obat tawar covid uji,netral
FYudiWibowo4,3/5/2022 11:42,kena covid din nunggu 3 bln vaksinboosternya,netral
antaintiom,3/5/2022 11:40,eindee orang rawat covid a normal flu harap a normal flu tidak pernah permanen rusa ya your organ percaya vaksin sindir orang ambil,netral
pikobar_jabar,3/5/2022 11:37,informasi kait covid 19 kunjung situs resmi tangan covid 19 pulih ekonomi nasional informasi vaksin covid 19 sedia id,netral
Alva1588,3/5/2022 11:36,sampurasun warga majelis ulama indonesia mui terbit fatwa mui nomor 8 2022 produk vaksin covid 19 merah putih,netral
koramil_jenar,3/5/2022 11:30,babinsa desa bagor tim nakes puskesmas miri laksana serbu vaksin dosis 3 booster masyarakat desa bagor tekan sebar covid 19,positif
totoksuyoto1,3/5/2022 11:29,dpr ri apresiasi capai vaksinasi nasional covid 19 ini dasar data menteri sehat kamis 3 maret 2022 1800 wib 146305278 orang terima vaksin dosis tara 7025,netral
perdanamentari,3/5/2022 11:24,kali ke2 kena covid 19 alam covid 19 ke2 berat gejala selsema demam batuk beda 1st kena haritu 8 lepasaku ambil vaksin dosa 1 dosa 2 booster booster kesan,netral
Chandraadisty21,3/5/2022 11:23,pakai outfit sertifikat vaksin covid izin masuk theater xxi,netral
fikrahpahang,3/5/2022 11:18,jkn pahang maklum serama 40150 kanak usia 11 negeri terima sunti vaksin terusi program imunisasi covid 19 bangsa kanak vaksin untuk anak takat ini antan vaksin untuk anak pahang,netral
resta155,3/5/2022 11:15,fenomena indonesia nama super kebal sintas covid vaksin full dosis booster balik kebal tubuh antibodi kuat fleksibel libas varian,netral
jalahoaks,3/5/2022 11:09,vaksin covid 19 hamil sebab kulit bayi lepuh informasi 100 berita palsu lengkap dihoaks jalahoaks covid 19 corona,netral
SuciptoAbadi1,3/5/2022 11:04,angkasa paper duga vaksin covid 19 astrazeneca warga batam alami gejala efek samping serius moga si mbak nya cepat pulih bor amin covid vaksin efek samping batam,netral
this_glsy,3/5/2022 10:59,tanggal 8 januari kamu sibuk pergi vaksin covid dua bawa motor lupa warna ada di depan gerbang sekolahaku liatin kamu aku ngerasa nunggu,netral
alheimur,3/5/2022 10:58,vaksin 2 kali dapat vaksin astrazeneca informasi vaksin tera nama alias superior serta sample spikes virus covid asli efek vaksinpertama drop istirahat total pekan,netral
CovidSurvivorID,3/5/2022 10:56,flu sebab gejala lanjut long covid sintas alami long covid vaksin teliti baru lapor baik gejala long covid vaksinasi divalidasi sintas,netral
BPOM_RI,3/5/2022 10:54,mari terap protokol sehat sukses vaksinasi upaya kunci putus rantai sebar covid 19 bpom ri vaksin aman halo bpom 1500533 satu lawan covid 19 vaksin,positif
PerkasaHabsyah,3/5/2022 10:31,ilmuwan kembang vaksin covid 19 protein spike lapis gula vaksin efektif bentuk kebal tubuh virus,netral
ayyeitsivy,3/5/2022 10:30,kerja berat aktif tempoh 14 vaksin vaksin fungsi tingkat imunisasi badan elak dripada jangkit covid 100 tolong jngn salah vaksin booster ya,netral
raisakweman,3/5/2022 10:30,vaksin sesuai data sekte percaya covid vaksin pakai data orang peduli lindung rentan double data nya,negatif
2102deeca8864ab,3/5/2022 10:24,vaksin 3 tetap covid ah sudah luhut mafia,negatif
liputan6dotcom,3/5/2022 10:19,vaksinasi covid 19 warna urine kuning minum efek vaksin,netral
savrinasastro,3/5/2022 9:45,sumonggo dulur info vaksin covid 19 dinas sehat diy link daftar dulur akses dinas sehat diy kominfo diy infovaksin vaksin jogja,netral
bieblong,3/5/2022 9:45,bukti bantah vaksin covid signifikan batas infeksi tular tambah buat kurang sakit parah mati tingkat stopmandatoy pilih,netral
SouthernLitesss,3/5/2022 9:42,wkwk aj pikir kolot covid palsu vaksin palsu,netral
RSJD_Surakarta,3/5/2022 9:40,ada sobat sehat vaksin ayo vaksinrsjd surakarta lokasi vaksinasi covid 19 dosis 1 2 booster masyarakat sabtu 53 giat tempat aula indraprasta rsjd surakarta vaksinasi covid 19 rsjdsurakarta layan lebih baik,positif
medcom_id,3/5/2022 9:39,cek fakta ahli virologi vaksin covid 19 sebab hiv cek fakta,netral
